"number","title","pageid","namespace","length","touched"
"44","Line-item_veto_in_the_United_States","62719","","16526","20180303192013"
"45","Mixed_economy","65668","","37893","20180320073704"
"46","Political_corruption","66220","","79756","20180315132346"
"47","Kleptocracy","66443","","19395","20180319233110"
"48","Absolute_monarchy","67366","","28326","20180322140313"
"49","Rotokas_Record","72546","","1254","20171216175925"
"50","Veto","74661","","34491","20180316141242"
"51","Perverse_incentive","97234","","12453","20180319221840"
"52","World_government","99221","","77319","20180314002808"
"53","Viridian_design_movement","102668","","2691","20180217145418"
"54","Leadership","130918","","105416","20180321212304"
"55","Drago_Doctrine","140272","","3955","20180217145506"
"56","Statism","155577","","10814","20180315005945"
"57","Reactionary","158226","","21307","20180320235552"
"58","Accountability","161973","","39015","20180323133632"
"59","Archon","164556","","18901","20180322135130"
"60","Laissez-faire","165451","","40362","20180320212255"
"61","Semi-direct_democracy","165893","","9325","20180226071222"
"62","Ultranationalism","166280","","2276","20180316143547"
"63","List_of_micronations","166610","","40558","20180325075235"
"64","Scientism","167742","","34639","20180321212304"
"65","Political_culture_of_Canada","168486","","7458","20180304175753"
"66","Deliberative_democracy","168919","","33231","20180228122057"
"67","1965_in_politics","169119","","1297","20180217145523"
"68","Affair","169228","","7933","20180316141254"
"69","Imperium","169637","","11316","20180305234709"
"70","Authority","170653","","11273","20180316141254"
"71","Philosophy_of_history","177438","","60537","20180323043824"
"72","First_minister","183220","","3146","20180316210953"
"73","Oil_imperialism_theories","184438","","2325","20180228122119"
"74","Political_capital","185974","","3625","20180321212304"
"75","Dirty_subsidy","188646","","9462","20180322200204"
"76","Bioregionalism","191827","","11091","20180228122129"
"77","Pluralism_(political_philosophy)","201537","","7696","20180228122142"
"78","Bicameralism","204299","","59186","20180321213100"
"79","Holism","206358","","34389","20180323034846"
"80","Motion_of_no_confidence","208101","","22642","20180324160418"
"81","Shadow_Cabinet","208561","","8308","20180314133321"
"82","Leader_of_the_Opposition","208564","","3858","20180228122149"
"83","Social_credit","208697","","78154","20180323131718"
"84","Populism","211484","","94690","20180322123926"
"85","Good_governance","213383","","27378","20180322120408"
"86","Libertarian_perspectives_on_capital_punishment","215699","","2180","20180304175753"
"87","Public_opinion","216170","","25311","20180316141301"
"88","Political_history","221737","","16114","20180228122208"
"89","Pocket_veto","226669","","13421","20180309002050"
"90","Power_(international_relations)","228753","","27379","20180314002813"
"91","Multi-party_system","233475","","6394","20180319131616"
"92","Conscience_vote","235648","","6256","20180315224236"
"93","Conflict_of_interest","236850","","51770","20180323133632"
"94","Caretaker_government","240683","","7935","20180228122231"
"95","Astroturfing","241409","","41294","20180311031543"
"96","Government_in_exile","241905","","68799","20180325120816"
"97","List_of_scandals_with_\"-gate\"_suffix","243541","","163074","20180323131950"
"98","Voting_method","246366","","3898","20180321212305"
"99","Regime","250522","","3775","20180309145923"
"100","Power_structure","251368","","2237","20180228122246"
"101","Enlightened_absolutism","256749","","10992","20180316141305"
"102","List_of_electoral_systems_by_country","261710","","92202","20180317204800"
"103","State_of_nature","278263","","18055","20180322164536"
"104","Power_vacuum","278439","","3856","20180228122314"
"105","Party_platform","284941","","7256","20180316141308"
"106","Dissident","286526","","8818","20180316141308"
"107","Separatism","286527","","36475","20180323110127"
"108","Hypodermic_needle_model","295248","","11184","20180322151647"
"109","Southern_Agrarians","295734","","13121","20180320001916"
"110","Public_reason","296083","","2645","20180313122758"
"111","Two-step_flow_of_communication","300545","","16687","20180311061631"
"112","Paternalism","306053","","8441","20180316141311"
"113","Expulsions_of_Jews","307916","","21683","20180323131718"
"114","White_nationalism","313027","","65622","20180325161359"
"115","Nepotism","313538","","37039","20180319114207"
"116","Calendar_reform","315929","","29611","20180311130010"
"117","Science_policy","317282","","23005","20180316203326"
"118","Merchandization","320299","","2780","20180228122412"
"119","Radical_centrism","322830","","79812","20180324173626"
"120","Centralisation","323090","","10900","20180321141735"
"121","Political_authorities","325419","","731","20180228122418"
"122","Rent-seeking","327610","","23846","20180303192106"
"123","Asian_values","327630","","11113","20180314002815"
"124","Public_sector","334803","","4966","20180319013727"
"125","Blancs_d'Espagne","340311","","1327","20180228122438"
"126","Public_interest","340401","","6655","20180321212306"
"127","Economic_freedom","345419","","33763","20180320232515"
"128","Politicization_of_science","345803","","43947","20180303234057"
"129","Going_postal","347098","","16034","20180310074739"
"130","Reform","350685","","2788","20180314133324"
"131","Transparency_(behavior)","351227","","24366","20180323133632"
"132","Cymru_Annibynnol","359077","","2397","20180217145642"
"133","Favorite_son","359763","","5772","20180324054500"
"134","Supremacism","360876","","19594","20180319114207"
"135","Karin_Kiwus","364818","","1552","20180316141318"
"136","Interregnum","368411","","14417","20180321212306"
"137","Electronic_voting","371301","","91598","20180321023244"
"138","Jacksonian_democracy","372347","","38324","20180325104142"
"139","Avon_County_Council","373173","","2799","20180312122640"
"140","Pro_forma","373987","","13281","20180312090627"
"141","Policy","375091","","21730","20180320163306"
"142","Right_of_conquest","391190","","4278","20180316141321"
"143","Corporate_nationalism","408891","","4852","20180314002817"
"144","Golden_age_of_Jewish_culture_in_Spain","411091","","18180","20180228122558"
"145","Puppet_ruler","416518","","2802","20171217155448"
"146","Anti-nationalism","419068","","13210","20180301010058"
"147","Systematic_ideology","419841","","11032","20180217145709"
"148","Maiden_speech","427280","","1595","20180228122618"
"149","Extremism","428002","","16371","20180325095508"
"150","Protest_vote","430980","","11587","20180321212306"
"151","Lists_of_active_separatist_movements","433170","","1185","20180227173430"
"152","Paleolibertarianism","433280","","20886","20180319224152"
"153","Workplace_politics","438443","","12682","20180312014744"
"154","Führerprinzip","440006","","14654","20180324211940"
"155","Informbiro_period","444914","","16116","20180303192126"
"156","Affirmative_action_bake_sale","453503","","6727","20180319172037"
"157","Seniority","454355","","6345","20180228122649"
"158","Majority_government","465640","","1712","20180228122703"
"159","Movement_for_Democracy_in_Liberia","469647","","2541","20171217205850"
"160","Sectionalism","479232","","7963","20180321181801"
"161","Consequentialist_justifications_of_the_state","486450","","3084","20180228122727"
"162","Liberalism_and_conservatism_in_Latin_America","497951","","2992","20180321212308"
"163","Local_administrative_unit","508535","","11029","20180314133329"
"164","Two_Whatevers","539766","","2117","20180217145756"
"165","Behavioralism","540715","","14444","20180304040459"
"166","List_of_forms_of_government","542341","","57156","20180312015922"
"167","National_power","547033","","3504","20180303153850"
"168","Royal_Commission","551802","","26033","20180322162930"
"169","Kyklos","552270","","4506","20180314133330"
"170","Enabling_act","553001","","20986","20180314002820"
"171","Music_and_politics","557746","","66263","20180321040756"
"172","Kiruna_Party","562065","","2022","20180312122715"
"173","List_of_corporate_collapses_and_scandals","562651","","29953","20180321160827"
"174","Common_front","568789","","964","20180228122900"
"175","Polarization_(politics)","584318","","67444","20180324140351"
"176","Neo-feudalism","586814","","9589","20180303234100"
"177","Declassification","592437","","2752","20180228122926"
"178","Executive_president","594432","","1695","20180228122928"
"179","Yang_di-Pertuan_Besar","595539","","2710","20180228122929"
"180","Cosmopolitanism","599178","","41702","20180322192144"
"181","Green_liberalism","602148","","10292","20180316222143"
"182","Slavophilia","609466","","20668","20180322092316"
"183","Subjectivity","615724","","7373","20180321212308"
"184","Majoritarianism","617451","","10074","20180321212308"
"185","Small-c_conservative","623210","","1831","20180320001916"
"186","President_of_the_Council_of_Ministers","623765","","2547","20180214012312"
"187","Pirate_haven","625715","","3953","20180307205901"
"188","Influence_peddling","630570","","5245","20180303192145"
"189","Theoreticism","645446","","1280","20180228123024"
"190","New_Left_in_China","645713","","15853","20180303192146"
"191","Whiteness_studies","650704","","52344","20180324183200"
"192","Hung_parliament","652214","","29969","20180315010624"
"193","Direct_election","652563","","1687","20180324112454"
"194","Governance","652849","","37096","20180316160839"
"195","None_of_the_above","699156","","47383","20180321212309"
"196","Black_budget","704368","","2949","20180303192149"
"197","Governmentality","711728","","51183","20180304175754"
"198","Family_as_a_model_for_the_state","719365","","15888","20180225070307"
"199","American_Free_Press","723088","","9873","20180316130259"
"200","Compulsory_purchase_order","727075","","2596","20180217145851"
"201","Hans-Peter_Martin","728770","","8289","20180316141356"
"202","Imagined_community","730821","","7483","20180307160907"
"203","National_Socialist_Program","732620","","14035","20180312033620"
"204","Dual_power_(Russian_Revolution)","745163","","23443","20180318084953"
"205","Clinton_v._City_of_New_York","752054","","19579","20180312122747"
"206","Schutzjude","753695","","3242","20180303182655"
"207","Political_culture_of_Germany","758371","","1757","20180324194207"
"208","Social_liberalism","765430","","63540","20180321212310"
"209","Year_One","765897","","1065","20180217145900"
"210","Agorism","770975","","11722","20180314133334"
"211","Statolatry","771103","","2842","20180311120216"
"212","Minoritarianism","779833","","4238","20180303192154"
"213","Seventh_emergency_special_session_of_the_United_Nations_General_Assembly","781790","","859","20180228123231"
"214","President_pro_tempore","782032","","1847","20180228123231"
"215","Single-issue_politics","822310","","5494","20180228123254"
"216","Dalit_Kisan_Dal","827604","","742","20171014231839"
"217","Bahujan_Samaj_Party_(Ambedkar)","831575","","2591","20180312122754"
"218","Jantantrik_Bahujan_Samaj_Party","831882","","1094","20180228123259"
"219","Kisan_Mazdoor_Bahujan_Party","831919","","785","20180228123259"
"220","Liberal_conservatism","841967","","31336","20180321213101"
"221","Patrimonialism","853100","","6973","20180315025443"
"222","Politology","856333","","114","20180313222331"
"223","Ministry_(government_department)","859401","","7566","20180325104234"
"224","Ministry_(collective_executive)","859412","","3284","20180321212310"
"225","Al-Muhajiroun","861494","","22963","20180321192948"
"226","State_government","862851","","8941","20180314002826"
"227","Vote_counting","863306","","4954","20180314002826"
"228","Monarchomachs","883666","","8120","20180314133335"
"229","Minister_Mentor","901588","","2583","20180312122806"
"230","List_of_peasant_revolts","942315","","47759","20180319093727"
"231","Corngate","947223","","4918","20180217145942"
"232","List_of_historical_separatist_movements","955626","","24501","20180323041633"
"233","List_of_political_party_symbols","962547","","17635","20180317111343"
"234","Addis_Ababa_Agreement_(1972)","967690","","3591","20180217145948"
"235","Political_organisation","976102","","4784","20180315145133"
"236","Cabinet_collective_responsibility","991646","","14706","20180303234102"
"237","Centre_of_Communist_Revolutionaries_of_India","999438","","1170","20180228123552"
"238","Satiric_misspelling","999666","","26683","20180314002828"
"239","Cultural_conservatism","1007163","","2292","20180321105005"
"240","Pirate_utopia","1007621","","5225","20180321212311"
"241","Green_Shirt_Movement_for_Social_Credit","1022784","","104","20180128125848"
"242","Defeatism","1025190","","2162","20180213203234"
"243","Unanimity","1032530","","7482","20180303192206"
"244","Edict_of_Expulsion","1041878","","11787","20180301235444"
"245","Resettlement_of_the_Jews_in_England","1042006","","35135","20180322205750"
"246","Influences_on_the_standing_of_the_Jews_in_England","1042133","","3948","20180311115142"
"247","Emancipation_of_the_Jews_in_the_United_Kingdom","1042203","","19792","20180228123637"
"248","Silver_Legion_of_America","1070821","","10070","20180316141420"
"249","Consent_of_the_governed","1096446","","15997","20180321212312"
"250","Mizo_People's_Conference_(Progressive)","1098872","","609","20180228123734"
"251","Kisan_Vikas_Party","1098892","","464","20180228123734"
"252","Yuva_Janata_Dal","1108875","","470","20180228123743"
"253","Social_model_of_disability","1117658","","34319","20180314002830"
"254","Hul_Jharkhand_Party","1118116","","665","20180228123751"
"255","Communalism","1118248","","27167","20180320203546"
"256","Legitimating_ideology","1119073","","674","20180228123752"
"257","Jewish_quota","1119797","","11289","20180323131718"
"258","Voting_bloc","1125761","","1049","20180114062420"
"259","Democratic_Alternative_(Finland)","1144808","","2981","20180314133339"
"260","Socialist_Workers_Party_(Finland)","1144824","","4313","20180314133339"
"261","Liberal_Catholicism","1161559","","8818","20180321082157"
"262","Ruling_clique","1163448","","1166","20180228123840"
"263","Agitator","1165947","","3812","20180316141426"
"264","Multinational_state","1169386","","57838","20180323152255"
"265","Sorry_Everybody","1179086","","2392","20180228123853"
"266","Arguments_for_and_against_drug_prohibition","1181942","","150880","20180322180335"
"267","Political_culture","1183635","","8947","20180321212313"
"268","European_Security_Strategy","1203493","","1014","20180207083146"
"269","Cultural_diplomacy","1204525","","40159","20180318024435"
"270","Regional_autonomy","1212240","","872","20171221055545"
"271","Tenant-in-chief","1214936","","8948","20180228123925"
"272","Farewell_speech","1216583","","1996","20180217150053"
"273","Biopower","1218279","","28367","20180321212313"
"274","Mandate_(politics)","1221086","","2509","20180321212313"
"275","Black_populism","1230380","","8089","20180318033223"
"276","National_heritage_area","1233018","","620","20180228123944"
"277","Early_voting","1236844","","19721","20180323225125"
"278","SULFA","1241164","","1313","20180228123951"
"279","Transit_watchdog","1244101","","738","20180228123954"
"280","Ideal_theory","1248704","","1851","20180302165949"
"281","Centers_of_power","1251533","","1573","20180303153850"
"282","Wagnerism","1253128","","1158","20180217150104"
"283","Paweł_Piskorski","1253754","","5571","20180316221112"
"284","Tan_Chai_Ho","1256609","","7636","20180312122905"
"285","United_States_non-interventionism","1257011","","34069","20180320050341"
"286","Persecution_of_Jews","1262054","","28626","20180325161401"
"287","Whiggism","1272591","","14518","20180321212313"
"288","Immigration_and_Naturalization_Service_v._Chadha","1275028","","14597","20180323213941"
"289","Neo-Luddism","1282344","","19960","20180306073447"
"290","Gran_maestro","1283744","","944","20180228124033"
"291","1973_in_politics","1305995","","1237","20180217150115"
"292","Postfeminism","1306405","","15552","20180319182026"
"293","Kabylism","1318333","","2180","20180312163531"
"294","Krantikari_Morcha","1351019","","1228","20180228124151"
"295","History_of_the_Jews_under_Muslim_rule","1373047","","24979","20180320115226"
"296","List_of_United_States_presidential_vetoes","1390880","","87690","20180325054638"
"297","Hindustan_Janata_Party","1397336","","374","20180228124227"
"298","Maharashtra_Rashtravadi_Congress","1397347","","380","20180228124227"
"299","Janata_Dal_(Gujarat)","1397372","","1017","20180314002833"
"300","Student_cores","1398391","","340","20180228124228"
"301","Pragatisheel_Bahujan_Samaj_Party","1402257","","449","20180228124232"
"302","Democratic_National_Conference","1403199","","828","20180319005051"
"303","Shiromani_Akali_Dal_(Panthic)","1404660","","1212","20180312122920"
"304","Consociationalism","1409458","","24537","20180307160907"
"305","Bahujan_Samaj_Party_(Kainth)","1411802","","584","20171219234341"
"306","Comparative_politics","1414677","","13516","20180316141441"
"307","Culture_of_capitalism","1414921","","4785","20180305205053"
"308","Strategic_geography","1421312","","2016","20180228124249"
"309","United_Tribal_Nationalist_Liberation_Front","1424719","","563","20180228124252"
"310","List_of_countries_without_political_parties","1425379","","1782","20180322102359"
"311","Global_Corruption_Report","1438167","","7279","20180217150142"
"312","Veritas_(political_party)","1449108","","10781","20180314002833"
"313","Concurrent_majority","1449511","","6868","20180303032710"
"314","National_language","1458526","","40719","20180316141444"
"315","Historic_Compromise","1459068","","4692","20180320185929"
"316","Opposition_day","1464415","","2564","20180226145313"
"317","Bahujan_Vikas_Aaghadi","1477569","","5042","20180314133344"
"318","Maysville_Road_veto","1493026","","9183","20180228124356"
"319","Napoléon_le_Petit","1496324","","1260","20180321222422"
"320","Disability_studies","1519875","","36187","20180324062502"
"321","Governing_body","1537542","","2532","20180302175529"
"322","Redistributive_justice","1544648","","2169","20180319112151"
"323","Landesrabbiner","1559763","","15066","20180314133345"
"324","Sultanism","1562914","","3618","20180311201059"
"325","Meta-rights","1580458","","1363","20180217150212"
"326","Political_uniform","1589456","","5179","20180228124512"
"327","Abstention","1591777","","14069","20180324151201"
"328","Tahdiya","1619545","","1287","20180228124536"
"329","Separatist_feminism","1623371","","24703","20180314002834"
"330","Branch_stacking","1630274","","9768","20180325111719"
"331","Procedural_democracy","1632348","","1934","20180228124548"
"332","Delegate_model_of_representation","1643771","","1223","20171223085418"
"333","Heckler's_veto","1648538","","7801","20180320201547"
"334","Triumphalism","1654376","","7369","20180314002835"
"335","Hakham_Bashi","1670504","","6300","20180314133347"
"336","Herbert_Bösch","1679513","","2227","20180303192235"
"337","Komite_internazionalistak","1687588","","1078","20180228124638"
"338","Neomercantilism","1689494","","913","20180321133723"
"339","Revolution_from_above","1698800","","1395","20171223122716"
"340","Catholic_Church_and_politics","1713539","","10284","20180305152128"
"341","Islam_Hadhari","1715338","","8321","20180312112308"
"342","Party_political_broadcast","1724338","","3500","20180228124712"
"343","Johnson_cult","1747762","","4449","20180321141500"
"344","Wayaobu_Manifesto","1750686","","1316","20180228124732"
"345","Central_American_Defense_Council","1762544","","893","20180228124743"
"346","United_States_–_Russia_mutual_detargeting","1767622","","2567","20180217150257"
"347","Party-line_vote","1778182","","3556","20180313132211"
"348","Compact_theory","1798225","","19868","20180228124815"
"349","Collective_responsibility","1808630","","11302","20180321174944"
"350","Party_secretary","1813649","","625","20180228124827"
"351","Ong_Ka_Ting","1814106","","10824","20180316141503"
"352","Party_of_Labour_Basel_(founded_in_1944)","1814539","","535","20180228124828"
"353","Question_authority","1822178","","3443","20180217150310"
"354","History_of_democracy","1827032","","102756","20180323175130"
"355","Political_ideas_in_science_fiction","1830609","","17881","20180311161115"
"356","Statute_of_the_Council_of_Europe","1833929","","4601","20180312123016"
"357","Communist_Party_of_Nepal_(Janamukhi)","1839670","","1185","20180314133349"
"358","Revolutionary_Workers_Party_of_Bangladesh","1840064","","1709","20180312123017"
"359","Cartagena_Manifesto","1851046","","2630","20180316141504"
"360","Dog-whistle_politics","1853472","","27910","20180322053737"
"361","Interpellation_(philosophy)","1861821","","6080","20180217150321"
"362","Deviationism","1868264","","9847","20170914150817"
"363","Nancy_Program","1879668","","746","20180228124922"
"364","New_Public_Management","1906130","","21141","20180318090045"
"365","Political_statement","1921581","","705","20180228124954"
"366","Civil_authority","1939759","","3206","20180228125007"
"367","Settlement_movement","1949071","","10711","20180314133350"
"368","Davignon_report","1954530","","1015","20171224221747"
"369","Civil_registration","2013678","","18830","20180314133351"
"370","Idealism_in_international_relations","2040766","","13109","20180316141514"
"371","Democratic_structuring","2041027","","8064","20180228125124"
"372","Seventeen-article_constitution","2055892","","3766","20180316141514"
"373","Ultra-leftism","2075551","","10736","20180316212905"
"374","Public_value","2103140","","14676","20180217150415"
"375","Speaker_Denison's_rule","2117441","","1974","20180217150417"
"376","Expulsion_of_the_Jews_from_Sicily","2122862","","4670","20180228125220"
"377","Pensioner","2142843","","2611","20180318122423"
"378","Haldane_principle","2149716","","4274","20180303234105"
"379","Royal_prerogative_of_mercy","2176497","","5270","20180303192256"
"380","Jewish_political_movements","2184884","","19384","20180314001728"
"381","Contentious_politics","2195817","","3734","20171225165206"
"382","Thomas_Noe","2201739","","11511","20180314002841"
"383","Neo-Bonapartism","2210046","","2404","20180228125325"
"384","Administrative_centre","2211969","","10332","20180323122749"
"385","Tan_Seng_Giaw","2229713","","8323","20180316141522"
"386","Demand_management","2234277","","12128","20180228125346"
"387","Republican_Party_of_India_(A)","2264389","","5468","20180325153751"
"388","Antiestablishmentarianism","2297909","","656","20180322105428"
"389","Alexander_Yakovlev_(diplomat)","2325155","","2763","20180228125456"
"390","Leibzoll","2328272","","14681","20180217150504"
"391","Coattail_effect","2332430","","7772","20180228125500"
"392","Lawrence_O'Brien_Award","2339772","","7777","20180228125507"
"393","Social_issue","2345894","","33514","20180320235841"
"394","X-file_scandal","2347140","","1745","20180228125512"
"395","Protocol_(politics)","2383828","","997","20180324172450"
"396","Oath_More_Judaico","2403206","","8178","20180316141529"
"397","Bullet_voting","2407835","","4798","20180303192307"
"398","Kerk_Kim_Hock","2434727","","11538","20180316141531"
"399","Political_entrepreneur","2471964","","6034","20170416143538"
"400","Byzantinism","2488327","","18750","20180316180917"
"401","Archology","2495471","","1115","20180303234106"
"402","Left-libertarianism","2496310","","71303","20180320094726"
"403","Deference","2536492","","6153","20180228125727"
"404","Four-Stage_Theory_of_the_Republic_of_China","2556089","","12684","20180319182106"
"405","OpenDemocracy","2570604","","4566","20180312123147"
"406","Regulatory_capture","2580053","","72661","20180319015557"
"407","Transitology","2584949","","3129","20180228125800"
"408","Civilian_control_of_the_military","2589535","","32903","20180323233840"
"409","Municipal_services","2609064","","6430","20180228125817"
"410","University_Students'_African_Revolutionary_Front","2619136","","1404","20171225154138"
"411","Neo-prohibitionism","2628519","","4541","20180316001405"
"412","List_of_political_dissidents","2638732","","8410","20180317141323"
"413","Iroijlaplap","2662409","","1603","20180314133400"
"414","Al-Qaedaism","2671471","","66","20180320111719"
"415","Graft_(politics)","2717335","","2521","20180228125935"
"416","Special_vote","2721492","","1948","20180322102400"
"417","People's_Liberation_Army_of_Turkey_–_Revolutionary_Path_of_Turkey","2727271","","704","20180314133401"
"418","Statute_of_the_Jewry","2741837","","3867","20180314114745"
"419","1974_Arab_League_summit","2810447","","2946","20180312123213"
"420","Propertarianism","2838370","","10309","20180305152114"
"421","Blue_Shirts_Society","2846742","","30311","20180325140653"
"422","Years_of_Lead","2850867","","2745","20180321030013"
"423","National_Student/Parent_Mock_Election","2856509","","921","20180322102400"
"424","Social_alienation","2943008","","52351","20180316141552"
"425","E-governance","2951154","","33500","20180320154239"
"426","Scottish_Militia_Bill","2953988","","2943","20180217150650"
"427","John_Keane_(political_theorist)","2955565","","9367","20180316141552"
"428","Dignitas_(Roman_concept)","2955590","","5366","20180315224951"
"429","Inside/outside","2965877","","1215","20180228130218"
"430","Roozbeh_Farahanipour","2978080","","10991","20180228130225"
"431","World_Ecological_Parties","2978451","","1975","20180306125349"
"432","Criminalization_of_politics","2983153","","2185","20180228130229"
"433","Student_fee","2988239","","1785","20180228130233"
"434","Rationality_theorem","2995420","","695","20180228130237"
"435","Political_pensioner","3010656","","4929","20180228130246"
"436","German-Hanoverian_Party_(1953)","3034950","","588","20180314133403"
"437","Global_citizenship","3044408","","52223","20180314002849"
"438","Mass_movement","3075423","","2829","20180316141558"
"439","Jewish_question","3096764","","17251","20180314133403"
"440","Unitary_executive_theory","3103340","","25775","20180312012636"
"441","Non-interventionism","3107223","","11588","20180303192328"
"442","Suez_triangle","3116379","","945","20180228130356"
"443","Japanese_succession_controversy","3167373","","43911","20180303192330"
"444","Prebendalism","3217167","","5047","20171007101307"
"445","Public-benefit_corporation","3219525","","23137","20180303192331"
"446","Optional_preferential_voting","3225009","","2819","20180303192331"
"447","Libertarianism","3225498","","172434","20180321121823"
"448","Social_exclusion","3229028","","39605","20180321212326"
"449","Prohibitionism","3248459","","7807","20180228130526"
"450","List_of_coups_d'état_and_coup_attempts_by_country","3258142","","81905","20180325110159"
"451","Militarized_interstate_dispute","3282446","","9683","20180228130549"
"452","Marrakech_Accords","3310645","","1266","20180303192333"
"453","Offshore_balancing","3312148","","3679","20180319183806"
"454","Corruption_in_local_government","3350312","","10450","20180228130636"
"455","Cognitive_Madisonianism","3424980","","2020","20180228130732"
"456","Security_sector_governance_and_reform","3469313","","24724","20180307221849"
"457","Blackshirts_(India)","3497908","","1291","20180228130827"
"458","Tribal_chief","3512364","","16686","20180316141611"
"459","Inclusive_Democracy","3539395","","52074","20180320073704"
"460","Jewish_oath","3541948","","69","20180208213044"
"461","Political_agenda","3605920","","24068","20180321212329"
"462","Corruption","3608404","","79345","20180323023554"
"463","Dual_mandate","3628628","","35845","20180314002856"
"464","Rita_Lavelle","3635329","","8327","20180303192346"
"465","Voting_at_the_Eurovision_Song_Contest","3643568","","38163","20180320182533"
"466","Pacificism","3674558","","4296","20180314002857"
"467","Head_of_state_succession","3680801","","3520","20180303192347"
"468","Justitium","3687637","","2118","20180321212330"
"469","Historical_subject","3701198","","1269","20180321212330"
"470","Minority_(philosophy)","3726207","","6059","20180321212330"
"471","Ethnopluralism","3808132","","5011","20180318072807"
"472","Authenticité","3825548","","717","20180228131242"
"473","Permanent_fund","3827272","","3040","20180319101141"
"474","League_of_towns","3831056","","1103","20180316141620"
"475","Union_Council_(students'_union)","3832532","","802","20180228131248"
"476","Localism_(politics)","3832640","","24263","20180314002858"
"477","Disciplinary_institution","3868154","","1592","20180321212331"
"478","Governmental_accounting","3870861","","7425","20180308193448"
"479","Upayas_(diplomacy)","3871585","","2605","20180217150916"
"480","Parliamentary_leader","3923539","","8129","20180321212331"
"481","Consent_theory","3962924","","1251","20180304175755"
"482","Progressive_Party_(United_States,_1924–34)","3976341","","10390","20180318030020"
"483","Progressive_Party_(United_States,_1948)","3976426","","30156","20180318154752"
"484","Neopatrimonialism","3981741","","7572","20180217150930"
"485","List_of_Jewish_political_milestones_in_the_United_States","4023213","","7486","20180303192355"
"486","Tripartite_Alliance","4079167","","1407","20180228131540"
"487","Niezależna_Oficyna_Wydawnicza_CDN","4114272","","1078","20180314133414"
"488","Imperial_Commissioner","4139859","","1814","20180228131626"
"489","Greater_Middle_East","4144983","","8368","20180323145221"
"490","Arusha_Agreement","4150569","","2808","20171231175124"
"491","Name_recognition","4177369","","1063","20180322201417"
"492","Multi-level_governance","4209781","","46611","20180322224608"
"493","Attendance_allowance_(political)","4227181","","1021","20180228131728"
"494","Formative_context","4239005","","8602","20180228131736"
"495","11th_Panchen_Lama_controversy","4245206","","6251","20180322200758"
"496","Irenicism","4395648","","10812","20180228131926"
"497","Flamingant","4476459","","2315","20180228132023"
"498","Comandos_Autónomos_Anticapitalistas","4490962","","1651","20180314133418"
"499","E-participation","4514687","","14096","20180228132049"
"500","List_of_political_conspiracies","4563279","","12263","20180316212313"
"501","Tu'i","4564793","","1474","20180228132124"
"502","Sweden_in_Europe","4616196","","1033","20180202160418"
"503","Integral_nationalism","4627713","","2335","20180319124904"
"504","Dual_federalism","4627888","","35900","20180314002903"
"505","Libertarian_paternalism","4652008","","8793","20180304132829"
"506","BC_Legislature_Raids","4718935","","21054","20180228132318"
"507","Unenrolled_voter","4733089","","3619","20180228132327"
"508","Éire_Nua","4734157","","5861","20180220174156"
"509","Sandinista_ideology","4753946","","22441","20180307044419"
"510","Walk-in_agent","4754171","","562","20180217151113"
"511","Sexualization","4818168","","71551","20180321212340"
